"nid","title","body","body_format","body_summary","sinopsis","image_fid","archivo_fid"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10209","NULL"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10210","NULL"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10211","NULL"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10212","NULL"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10213","NULL"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10214","NULL"
"2755","Convocan a estudiantes de arquitectura y áreas afines a participar en el Pabellón 8M","NULL","NULL","NULL","Arquitectura y diseño urbano pueden fomentar la equidad de género","10215","NULL"
"2756","Diseño de interiores hace sinergia con otras disciplinas","NULL","NULL","NULL","Licenciatura en Diseño de Interiores y Ambientación celebra su 44 aniversario; fue dictaminada por el CGU de la UdeG el 21 de febrero de 1977","10217","NULL"
"2756","Diseño de interiores hace sinergia con otras disciplinas","NULL","NULL","NULL","Licenciatura en Diseño de Interiores y Ambientación celebra su 44 aniversario; fue dictaminada por el CGU de la UdeG el 21 de febrero de 1977","10218","NULL"
"2756","Diseño de interiores hace sinergia con otras disciplinas","NULL","NULL","NULL","Licenciatura en Diseño de Interiores y Ambientación celebra su 44 aniversario; fue dictaminada por el CGU de la UdeG el 21 de febrero de 1977","10219","NULL"
"2756","Diseño de interiores hace sinergia con otras disciplinas","NULL","NULL","NULL","Licenciatura en Diseño de Interiores y Ambientación celebra su 44 aniversario; fue dictaminada por el CGU de la UdeG el 21 de febrero de 1977","10220","NULL"
"2756","Diseño de interiores hace sinergia con otras disciplinas","NULL","NULL","NULL","Licenciatura en Diseño de Interiores y Ambientación celebra su 44 aniversario; fue dictaminada por el CGU de la UdeG el 21 de febrero de 1977","10221","NULL"
"2756","Diseño de interiores hace sinergia con otras disciplinas","NULL","NULL","NULL","Licenciatura en Diseño de Interiores y Ambientación celebra su 44 aniversario; fue dictaminada por el CGU de la UdeG el 21 de febrero de 1977","10222","NULL"
"2757","Disponible el recorrido virtual en el MUSA con las obras del Legado Grodman","NULL","NULL","NULL","También se montó la muestra “Desde el cuerpo y otras habitaciones”, resultado de los trabajos de arte de tres alumnos de la Beca Grodman","10225","NULL"
"2757","Disponible el recorrido virtual en el MUSA con las obras del Legado Grodman","NULL","NULL","NULL","También se montó la muestra “Desde el cuerpo y otras habitaciones”, resultado de los trabajos de arte de tres alumnos de la Beca Grodman","10226","NULL"
"2757","Disponible el recorrido virtual en el MUSA con las obras del Legado Grodman","NULL","NULL","NULL","También se montó la muestra “Desde el cuerpo y otras habitaciones”, resultado de los trabajos de arte de tres alumnos de la Beca Grodman","10228","NULL"
"2757","Disponible el recorrido virtual en el MUSA con las obras del Legado Grodman","NULL","NULL","NULL","También se montó la muestra “Desde el cuerpo y otras habitaciones”, resultado de los trabajos de arte de tres alumnos de la Beca Grodman","10229","NULL"
"2757","Disponible el recorrido virtual en el MUSA con las obras del Legado Grodman","NULL","NULL","NULL","También se montó la muestra “Desde el cuerpo y otras habitaciones”, resultado de los trabajos de arte de tres alumnos de la Beca Grodman","10227","NULL"
"2757","Disponible el recorrido virtual en el MUSA con las obras del Legado Grodman","NULL","NULL","NULL","También se montó la muestra “Desde el cuerpo y otras habitaciones”, resultado de los trabajos de arte de tres alumnos de la Beca Grodman","10230","NULL"
"2759","Remodelación de Camp Nou busca ser estadio de siglo XXl fiel a su esencia: Joan Pascual Argenté","NULL","NULL","NULL","Arquitecto español comparte experiencias sobre su participación en la remodelación del estadio donde juega el FC Barcelona","10232","NULL"
"2759","Remodelación de Camp Nou busca ser estadio de siglo XXl fiel a su esencia: Joan Pascual Argenté","NULL","NULL","NULL","Arquitecto español comparte experiencias sobre su participación en la remodelación del estadio donde juega el FC Barcelona","10233","NULL"
"2759","Remodelación de Camp Nou busca ser estadio de siglo XXl fiel a su esencia: Joan Pascual Argenté","NULL","NULL","NULL","Arquitecto español comparte experiencias sobre su participación en la remodelación del estadio donde juega el FC Barcelona","10234","NULL"
"2759","Remodelación de Camp Nou busca ser estadio de siglo XXl fiel a su esencia: Joan Pascual Argenté","NULL","NULL","NULL","Arquitecto español comparte experiencias sobre su participación en la remodelación del estadio donde juega el FC Barcelona","10235","NULL"
"2759","Remodelación de Camp Nou busca ser estadio de siglo XXl fiel a su esencia: Joan Pascual Argenté","NULL","NULL","NULL","Arquitecto español comparte experiencias sobre su participación en la remodelación del estadio donde juega el FC Barcelona","10236","NULL"
"2759","Remodelación de Camp Nou busca ser estadio de siglo XXl fiel a su esencia: Joan Pascual Argenté","NULL","NULL","NULL","Arquitecto español comparte experiencias sobre su participación en la remodelación del estadio donde juega el FC Barcelona","10237","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10249","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10250","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10251","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10252","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10253","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10254","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10255","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10256","NULL"
"2783","Aplican mil 950 vacunas a adultos mayores en el “Drive thru” del CUAAD","NULL","NULL","NULL","Acudieron en 600 automóviles aproximadamente, en lo que fue la primera jornada de vacunación en este plantel universitario","10257","NULL"
"2800","Módulo de vacunación del CUAAD, el mejor evaluado en Guadalajara","NULL","NULL","NULL","Aplicaron 5 mil 460 dosis a adultos mayores, del sábado 20 al lunes 22 de marzo","10261","NULL"
"2801","Invitan CUAAD y CUCSH a conversatorio sobre la tradición de los incendios de Dolores en Guadalajara","NULL","NULL","NULL","Analizaran la historia y contexto actual de esta manifestación cultural, a través de una charla virtual con especialistas","10262","NULL"
"2801","Invitan CUAAD y CUCSH a conversatorio sobre la tradición de los incendios de Dolores en Guadalajara","NULL","NULL","NULL","Analizaran la historia y contexto actual de esta manifestación cultural, a través de una charla virtual con especialistas","10263","NULL"
"2801","Invitan CUAAD y CUCSH a conversatorio sobre la tradición de los incendios de Dolores en Guadalajara","NULL","NULL","NULL","Analizaran la historia y contexto actual de esta manifestación cultural, a través de una charla virtual con especialistas","10264","NULL"
"2802","En orden y con agilidad vacunación modalidad “Drive thru” en CUAAD y CUCEI","NULL","NULL","NULL","Serán aplicadas hasta 4 mil vacunas en tres jornadas. El CUAAD también inmuniza a los adultos mayores desde hoy y continuará los siguientes días hasta que se terminen las dosis","10273","NULL"
"2802","En orden y con agilidad vacunación modalidad “Drive thru” en CUAAD y CUCEI","NULL","NULL","NULL","Serán aplicadas hasta 4 mil vacunas en tres jornadas. El CUAAD también inmuniza a los adultos mayores desde hoy y continuará los siguientes días hasta que se terminen las dosis","10274","NULL"
"2802","En orden y con agilidad vacunación modalidad “Drive thru” en CUAAD y CUCEI","NULL","NULL","NULL","Serán aplicadas hasta 4 mil vacunas en tres jornadas. El CUAAD también inmuniza a los adultos mayores desde hoy y continuará los siguientes días hasta que se terminen las dosis","10275","NULL"
"2803","Aplican en el CUAAD 15 mil 587 dosis de vacuna contra COVID-19","NULL","NULL","NULL","Durante seis días la sede Huentitán se convirtió en módulo “drive thru”; se esperan indicaciones de autoridades para próximas jornadas","10276","NULL"
"2803","Aplican en el CUAAD 15 mil 587 dosis de vacuna contra COVID-19","NULL","NULL","NULL","Durante seis días la sede Huentitán se convirtió en módulo “drive thru”; se esperan indicaciones de autoridades para próximas jornadas","10277","NULL"
"2803","Aplican en el CUAAD 15 mil 587 dosis de vacuna contra COVID-19","NULL","NULL","NULL","Durante seis días la sede Huentitán se convirtió en módulo “drive thru”; se esperan indicaciones de autoridades para próximas jornadas","10278","NULL"
"2804","“El paradigma ahora es la resiliencia”: Dr.Carlos García Vazquez en SIUMA ","NULL","NULL","NULL","Puedes revivir este congreso, celebrado el pasado 17, 18 y 19 de marzo a través del canal de YouTube del CUAAD","10282","NULL"
"2804","“El paradigma ahora es la resiliencia”: Dr.Carlos García Vazquez en SIUMA ","NULL","NULL","NULL","Puedes revivir este congreso, celebrado el pasado 17, 18 y 19 de marzo a través del canal de YouTube del CUAAD","10280","NULL"
"2804","“El paradigma ahora es la resiliencia”: Dr.Carlos García Vazquez en SIUMA ","NULL","NULL","NULL","Puedes revivir este congreso, celebrado el pasado 17, 18 y 19 de marzo a través del canal de YouTube del CUAAD","10281","NULL"
"2804","“El paradigma ahora es la resiliencia”: Dr.Carlos García Vazquez en SIUMA ","NULL","NULL","NULL","Puedes revivir este congreso, celebrado el pasado 17, 18 y 19 de marzo a través del canal de YouTube del CUAAD","10283","NULL"
"2808","Logran maestrías del CUAAD permanencia en el PNPC del Conacyt","NULL","NULL","NULL","Los programas educativos destacan porque cada uno cuenta con seis profesores pertenecientes al Sistema Nacional de Investigadores (SNI)","10324","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10326","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10334","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10327","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10328","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10329","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10330","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10331","NULL"
"2809","Captación de agua de lluvia, alternativa para paliar desabasto en el AMG","NULL","NULL","NULL","Especialistas han implementado sistemas de captación en otras ciudades del país","10333","NULL"
"2810","Últimos días para visitar la exposición “Latinitudes”, en MUSA","NULL","NULL","NULL","Se ha presentado en Alemania, Uruguay, Argentina y Brasil; el domingo es el último día para poder visitarla","10335","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10336","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10337","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10338","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10339","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10340","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10341","NULL"
"2811","Especialistas proponen resignificar las ciudades a partir de la literacidad","NULL","NULL","NULL","CUAAD realiza XI Semana Académica de Letras para Volar 2021 “Urbaliteracidad”, del 19 al 23 de abril","10343","NULL"
"2812","Alumnos de CUAAD destacan en Encuentro Nacional de Arquitectura","NULL","NULL","NULL","Tan sólo 100 estudiantes de todo el país fueron seleccionados para participar; alumna se lleva mención honorífica","10349","NULL"
"2812","Alumnos de CUAAD destacan en Encuentro Nacional de Arquitectura","NULL","NULL","NULL","Tan sólo 100 estudiantes de todo el país fueron seleccionados para participar; alumna se lleva mención honorífica","10350","NULL"
"2812","Alumnos de CUAAD destacan en Encuentro Nacional de Arquitectura","NULL","NULL","NULL","Tan sólo 100 estudiantes de todo el país fueron seleccionados para participar; alumna se lleva mención honorífica","10351","NULL"
"2812","Alumnos de CUAAD destacan en Encuentro Nacional de Arquitectura","NULL","NULL","NULL","Tan sólo 100 estudiantes de todo el país fueron seleccionados para participar; alumna se lleva mención honorífica","10352","NULL"
"2812","Alumnos de CUAAD destacan en Encuentro Nacional de Arquitectura","NULL","NULL","NULL","Tan sólo 100 estudiantes de todo el país fueron seleccionados para participar; alumna se lleva mención honorífica","10353","NULL"
"2812","Alumnos de CUAAD destacan en Encuentro Nacional de Arquitectura","NULL","NULL","NULL","Tan sólo 100 estudiantes de todo el país fueron seleccionados para participar; alumna se lleva mención honorífica","10354","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10362","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10363","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10364","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10365","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10366","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10367","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10368","NULL"
"2816","FIL conmemora la grandeza literaria del brevísimo Augusto Monterroso","NULL","NULL","NULL","Realizan segundo maratón virtual de lectura en voz alta, durante Día Mundial del Libro","10369","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10371","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10372","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10376","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10373","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10377","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10374","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10378","NULL"
"2817","Confirman importancia de la segunda dosis de vacuna de COVID-19: genera mayor inmunidad que quienes contrajeron el virus","NULL","NULL","NULL","Profesores de la UdeG recibirán la vacuna Cansino, que es una sola dosis, para volver a clases el 1 de junio. Tiene una eficacia del 90 por ciento para prevenir un ingreso hospitalario","10375","NULL"
"2818","Iordan Evair Montes Lamas, egresado de UdeG, gana Beca DpT Bold","NULL","NULL","NULL","La duración de la tercera edición del Diplomado DpT será del 22 de mayo al 20 de noviembre de este año","10379","NULL"
"2819","Inicia vacunación de personal de la UdeG en todo Jalisco","NULL","NULL","NULL","Del 28 de abril al 4 de mayo, en seis sedes universitarias, aplicarán más de 24 mil dosis de CanSino","10380","NULL"
"2819","Inicia vacunación de personal de la UdeG en todo Jalisco","NULL","NULL","NULL","Del 28 de abril al 4 de mayo, en seis sedes universitarias, aplicarán más de 24 mil dosis de CanSino","10381","NULL"
"2819","Inicia vacunación de personal de la UdeG en todo Jalisco","NULL","NULL","NULL","Del 28 de abril al 4 de mayo, en seis sedes universitarias, aplicarán más de 24 mil dosis de CanSino","10382","NULL"
"2819","Inicia vacunación de personal de la UdeG en todo Jalisco","NULL","NULL","NULL","Del 28 de abril al 4 de mayo, en seis sedes universitarias, aplicarán más de 24 mil dosis de CanSino","10383","NULL"
"2820","«Dos hemisferios», un podcast sobre arte, arquitectura y diseño","NULL","NULL","NULL","El CUAAD presenta serie sonora sobre historias de universitarios y sus aportaciones a la cultura, las artes y el territorio","10394","NULL"
"2820","«Dos hemisferios», un podcast sobre arte, arquitectura y diseño","NULL","NULL","NULL","El CUAAD presenta serie sonora sobre historias de universitarios y sus aportaciones a la cultura, las artes y el territorio","10395","NULL"
"2821","Abrirá este viernes Módulo de vacunación en el CUAAD para segunda dosis de adultos mayores","NULL","NULL","NULL","Piden llevar documentación completa para evitar demoras","10396","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10397","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10398","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10399","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10400","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10401","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10402","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10403","NULL"
"2822","Aplican en CUAAD 3 mil 912 vacunas Pfizer, en su segunda dosis, a adultos mayores de Guadalajara","NULL","NULL","NULL","La vacunación en este plantel de la UdeG continuará mañana. Es el único módulo que abrirá para atender a adultos mayores de Guadalajara que no alcanzaron la segunda dosis","10404","NULL"
"2823","Ganan egresadas de UdeG Reto Zapopan","NULL","NULL","NULL","Con un proyecto de muebles de plástico, las diseñadoras industriales recibirán mentoría para impulsar su emprendimiento","10405","NULL"
"2823","Ganan egresadas de UdeG Reto Zapopan","NULL","NULL","NULL","Con un proyecto de muebles de plástico, las diseñadoras industriales recibirán mentoría para impulsar su emprendimiento","10406","NULL"
"2823","Ganan egresadas de UdeG Reto Zapopan","NULL","NULL","NULL","Con un proyecto de muebles de plástico, las diseñadoras industriales recibirán mentoría para impulsar su emprendimiento","10407","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10409","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10410","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10411","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10412","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10413","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10414","NULL"
"2824","No podemos acostumbrarnos a la oscuridad, claman más de diez mil universitarios que exigen paz y justicia","NULL","NULL","NULL","La comunidad de la Universidad de Guadalajara salió a las calles de Guadalajara, luego del asesinato de tres hermanos jóvenes del barrio de San Andrés","10415","NULL"
"2825","Vinculación e investigación alrededor del diseño tipográfico, ciclo de conferencias Kerning","NULL","NULL","NULL","Este encuentro reúne a expertos y expertas de la tipografía y el diseño editorial","10416","NULL"
"2826","Aplicarán segunda dosis de Sinovac para adultos mayores en CUAAD, CUCEI y CUSur","NULL","NULL","NULL","Las jornadas de vacunación serán de jueves a domingo. Continúa la aplicación de Pfizer-BioNTech en CUTlajomulco y Preparatoria de El Salto","10417","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10418","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10419","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10420","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10421","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10422","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10423","NULL"
"2827","Aplican CUCEI, CUAAD y CUSur segunda dosis de la vacuna Sinovac a adultos mayores","NULL","NULL","NULL","Las jornadas de inmunización se extenderán hasta este fin de semana","10424","NULL"
"2828","En cuatro jornadas de vacunación con modalidad “Drive Thru”, CUAAD ha contribuido en la aplicación de casi 30 mil dosis","NULL","NULL","NULL","Este domingo concluyó la aplicación de la segunda dosis de la vacuna Sinovac a adultos mayores de 60 años en Guadalajara","10428","NULL"
"2828","En cuatro jornadas de vacunación con modalidad “Drive Thru”, CUAAD ha contribuido en la aplicación de casi 30 mil dosis","NULL","NULL","NULL","Este domingo concluyó la aplicación de la segunda dosis de la vacuna Sinovac a adultos mayores de 60 años en Guadalajara","10429","NULL"
"2828","En cuatro jornadas de vacunación con modalidad “Drive Thru”, CUAAD ha contribuido en la aplicación de casi 30 mil dosis","NULL","NULL","NULL","Este domingo concluyó la aplicación de la segunda dosis de la vacuna Sinovac a adultos mayores de 60 años en Guadalajara","10430","NULL"
"2828","En cuatro jornadas de vacunación con modalidad “Drive Thru”, CUAAD ha contribuido en la aplicación de casi 30 mil dosis","NULL","NULL","NULL","Este domingo concluyó la aplicación de la segunda dosis de la vacuna Sinovac a adultos mayores de 60 años en Guadalajara","10431","NULL"
